,f_slp:fitbit_sleep_summary_rapids_sumdurationasleepmain:allday,f_slp:fitbit_sleep_summary_rapids_sumdurationasleepmain:night,f_slp:fitbit_sleep_summary_rapids_firstwaketimemain:allday,f_slp:fitbit_sleep_summary_rapids_firstbedtimemain:allday,pid,date,f_screen:phone_screen_rapids_sumdurationunlock:allday,f_screen:phone_screen_rapids_countepisodeunlock:allday,month,week,week_period,platform
5571,434.0,,497.5,1473.0,INS-W_658,2020-03-25,271.589466666667,80.0,Mar,2,2020-03-23 to  2020-03-29,ios
5572,470.0,,488.5,1437.5,INS-W_658,2020-03-26,,,Mar,2,2020-03-23 to  2020-03-29,ios
5573,399.0,,480.5,1613.0,INS-W_658,2020-03-27,392.661816666668,53.0,Mar,2,2020-03-23 to  2020-03-29,ios
5574,456.0,,587.0,1512.0,INS-W_658,2020-03-28,,,Mar,2,2020-03-23 to  2020-03-29,ios
5575,501.0,,542.0,1423.5,INS-W_658,2020-03-29,310.9933,110.0,Mar,2,2020-03-23 to  2020-03-29,ios
5576,400.0,,517.0,1526.5,INS-W_658,2020-03-30,279.032766666667,99.0,Mar,3,2020-03-30 to  2020-04-05,ios
5577,372.0,,494.0,1559.5,INS-W_658,2020-03-31,,,Mar,3,2020-03-30 to  2020-04-05,ios
5578,484.0,,509.0,1428.5,INS-W_658,2020-04-01,79.8489,34.0,Apr,3,2020-03-30 to  2020-04-05,ios
5579,377.0,,479.5,1503.0,INS-W_658,2020-04-02,,,Apr,3,2020-03-30 to  2020-04-05,ios
5580,446.0,,458.0,1504.0,INS-W_658,2020-04-03,,,Apr,3,2020-03-30 to  2020-04-05,ios
5581,427.0,,540.0,1549.0,INS-W_658,2020-04-04,,,Apr,3,2020-03-30 to  2020-04-05,ios
5582,437.0,,543.5,1468.5,INS-W_658,2020-04-05,481.491766666666,64.0,Apr,3,2020-03-30 to  2020-04-05,ios
5583,413.0,,484.5,1460.5,INS-W_658,2020-04-06,387.336516666667,109.0,Apr,4,2020-04-06 to  2020-04-12,ios
5584,344.0,,453.5,1421.0,INS-W_658,2020-04-07,181.818533333333,72.0,Apr,4,2020-04-06 to  2020-04-12,ios
5585,446.0,,345.5,1484.0,INS-W_658,2020-04-08,332.672283333333,100.0,Apr,4,2020-04-06 to  2020-04-12,ios
5586,362.0,,508.0,1576.5,INS-W_658,2020-04-09,275.120933333333,83.0,Apr,4,2020-04-06 to  2020-04-12,ios
5587,468.0,,508.0,1488.0,INS-W_658,2020-04-10,516.189333333333,83.0,Apr,4,2020-04-06 to  2020-04-12,ios
5588,514.0,,537.5,1456.5,INS-W_658,2020-04-11,404.737666666667,73.0,Apr,4,2020-04-06 to  2020-04-12,ios
5589,426.0,,550.5,1480.0,INS-W_658,2020-04-12,24.50205,11.0,Apr,4,2020-04-06 to  2020-04-12,ios
5590,394.0,,516.5,1524.0,INS-W_658,2020-04-13,,,Apr,5,2020-04-13 to  2020-04-19,ios
5591,449.0,,493.5,1466.5,INS-W_658,2020-04-14,89.8432333333333,47.0,Apr,5,2020-04-13 to  2020-04-19,ios
5592,425.0,,495.0,1527.5,INS-W_658,2020-04-15,230.609266666667,63.0,Apr,5,2020-04-13 to  2020-04-19,ios
5593,500.0,,522.5,1495.5,INS-W_658,2020-04-16,,,Apr,5,2020-04-13 to  2020-04-19,ios
5594,467.0,,576.0,1499.0,INS-W_658,2020-04-17,322.797633333333,81.0,Apr,5,2020-04-13 to  2020-04-19,ios
5595,437.0,,550.0,1530.5,INS-W_658,2020-04-18,303.856850000001,1.0,Apr,5,2020-04-13 to  2020-04-19,ios
5596,442.0,,543.5,1481.0,INS-W_658,2020-04-19,390.604166666667,69.0,Apr,5,2020-04-13 to  2020-04-19,ios
5597,411.0,,496.0,1507.5,INS-W_658,2020-04-20,312.759383333335,4.0,Apr,6,2020-04-20 to  2020-04-26,ios
5598,440.0,,494.0,1469.5,INS-W_658,2020-04-21,67.9448166666667,10.0,Apr,6,2020-04-20 to  2020-04-26,ios
5599,433.0,,493.5,1505.0,INS-W_658,2020-04-22,294.233783333333,33.0,Apr,6,2020-04-20 to  2020-04-26,ios
5600,417.0,,518.5,1475.0,INS-W_658,2020-04-23,,,Apr,6,2020-04-20 to  2020-04-26,ios
5601,457.0,,469.0,1498.5,INS-W_658,2020-04-24,231.181666666667,3.0,Apr,6,2020-04-20 to  2020-04-26,ios
5602,427.0,,534.5,1497.5,INS-W_658,2020-04-25,120.323783333333,11.0,Apr,6,2020-04-20 to  2020-04-26,ios
5603,457.0,,501.0,1464.5,INS-W_658,2020-04-26,102.201966666667,20.0,Apr,6,2020-04-20 to  2020-04-26,ios
5604,399.0,,495.0,1472.0,INS-W_658,2020-04-27,87.2773,19.0,Apr,7,2020-04-27 to  2020-05-03,ios
5605,474.0,,445.0,1473.5,INS-W_658,2020-04-28,15.0639166666667,7.0,Apr,7,2020-04-27 to  2020-05-03,ios
5606,480.0,,538.0,1472.5,INS-W_658,2020-04-29,181.108233333333,60.0,Apr,7,2020-04-27 to  2020-05-03,ios
5607,434.0,,533.0,1504.5,INS-W_658,2020-04-30,307.303533333333,49.0,Apr,7,2020-04-27 to  2020-05-03,ios
5608,503.0,,509.0,1507.0,INS-W_658,2020-05-01,217.6426,38.0,May,7,2020-04-27 to  2020-05-03,ios
5609,450.0,,587.5,1521.5,INS-W_658,2020-05-02,37.2911333333333,9.0,May,7,2020-04-27 to  2020-05-03,ios
5610,424.0,,548.5,1483.0,INS-W_658,2020-05-03,342.228116666667,79.0,May,7,2020-04-27 to  2020-05-03,ios
5611,476.0,,480.0,1461.5,INS-W_658,2020-05-04,322.848333333333,68.0,May,8,2020-05-04 to  2020-05-10,ios
5612,459.0,,512.0,1529.5,INS-W_658,2020-05-05,292.431383333333,64.0,May,8,2020-05-04 to  2020-05-10,ios
5613,501.0,,570.0,1495.0,INS-W_658,2020-05-06,339.127933333333,92.0,May,8,2020-05-04 to  2020-05-10,ios
5614,421.0,,578.0,1478.0,INS-W_658,2020-05-07,369.8678,73.0,May,8,2020-05-04 to  2020-05-10,ios
5615,500.0,,510.5,1533.5,INS-W_658,2020-05-08,327.83395,91.0,May,8,2020-05-04 to  2020-05-10,ios
5616,434.0,,604.0,1529.0,INS-W_658,2020-05-09,461.035733333333,104.0,May,8,2020-05-04 to  2020-05-10,ios
5617,403.0,,538.5,1502.0,INS-W_658,2020-05-10,269.028533333333,107.0,May,8,2020-05-04 to  2020-05-10,ios
5618,505.0,,486.5,1452.0,INS-W_658,2020-05-11,7.70043333333333,1.0,May,9,2020-05-11 to  2020-05-17,ios
5619,540.0,,535.5,1463.0,INS-W_658,2020-05-12,24.6227,3.0,May,9,2020-05-11 to  2020-05-17,ios
5620,425.0,,591.5,1475.5,INS-W_658,2020-05-13,481.835083333333,75.0,May,9,2020-05-11 to  2020-05-17,ios
5621,503.0,,486.5,1456.5,INS-W_658,2020-05-14,0.270966666666667,1.0,May,9,2020-05-11 to  2020-05-17,ios
5622,460.0,,541.0,1519.0,INS-W_658,2020-05-15,128.289783333333,2.0,May,9,2020-05-11 to  2020-05-17,ios
5623,478.0,,556.0,1488.0,INS-W_658,2020-05-16,,,May,9,2020-05-11 to  2020-05-17,ios
5624,448.0,,546.5,1576.5,INS-W_658,2020-05-17,63.9953666666667,10.0,May,9,2020-05-11 to  2020-05-17,ios
5625,430.0,,592.5,1460.5,INS-W_658,2020-05-18,,,May,10,2020-05-18 to  2020-05-24,ios
5626,438.0,,465.5,1475.5,INS-W_658,2020-05-19,,,May,10,2020-05-18 to  2020-05-24,ios
5627,455.0,,479.5,1479.5,INS-W_658,2020-05-20,404.839250000001,43.0,May,10,2020-05-18 to  2020-05-24,ios
5628,428.0,,511.5,1485.5,INS-W_658,2020-05-21,70.7296333333333,2.0,May,10,2020-05-18 to  2020-05-24,ios
5629,319.0,,478.5,1598.0,INS-W_658,2020-05-22,,,May,10,2020-05-18 to  2020-05-24,ios
5630,543.0,,486.0,1436.5,INS-W_658,2020-05-23,,,May,10,2020-05-18 to  2020-05-24,ios
5631,506.0,,552.0,1512.0,INS-W_658,2020-05-24,287.751083333333,66.0,May,10,2020-05-18 to  2020-05-24,ios
5632,515.0,,594.0,1486.5,INS-W_658,2020-05-25,0.212266666666667,2.0,May,11,2020-05-25 to  2020-05-31,ios
5633,389.0,,587.0,1518.0,INS-W_658,2020-05-26,22.6091333333333,7.0,May,11,2020-05-25 to  2020-05-31,ios
5634,485.0,,495.0,1500.0,INS-W_658,2020-05-27,348.738833333333,130.0,May,11,2020-05-25 to  2020-05-31,ios
5635,499.0,,560.5,1482.0,INS-W_658,2020-05-28,25.2152833333333,1.0,May,11,2020-05-25 to  2020-05-31,ios
5636,499.0,,554.0,1472.5,INS-W_658,2020-05-29,,,May,11,2020-05-25 to  2020-05-31,ios
5637,430.0,,549.5,1547.5,INS-W_658,2020-05-30,,,May,11,2020-05-25 to  2020-05-31,ios
5638,492.0,,565.0,1517.0,INS-W_658,2020-05-31,,,May,11,2020-05-25 to  2020-05-31,ios
5639,475.0,,614.5,1516.5,INS-W_658,2020-06-01,,,June,12,2020-06-01 to  2020-06-07,ios
5640,383.0,,559.0,1500.5,INS-W_658,2020-06-02,,,June,12,2020-06-01 to  2020-06-07,ios
5641,,,454.5,,INS-W_658,2020-06-03,46.27855,15.0,June,12,2020-06-01 to  2020-06-07,ios
5642,,,,,INS-W_658,2020-06-04,30.9493333333333,1.0,June,12,2020-06-01 to  2020-06-07,ios
5643,,,,,INS-W_658,2020-06-05,,,June,12,2020-06-01 to  2020-06-07,ios
5644,,,,,INS-W_658,2020-06-06,,,June,12,2020-06-01 to  2020-06-07,ios
5645,,,,,INS-W_658,2020-06-07,,,June,12,2020-06-01 to  2020-06-07,ios
5646,,,,,INS-W_658,2020-06-08,,,June,13,2020-06-08 to  2020-06-14,ios
5647,,,,,INS-W_658,2020-06-09,,,June,13,2020-06-08 to  2020-06-14,ios
5648,,,,,INS-W_658,2020-06-10,,,June,13,2020-06-08 to  2020-06-14,ios
5649,,,,,INS-W_658,2020-06-11,,,June,13,2020-06-08 to  2020-06-14,ios
5650,,,,,INS-W_658,2020-06-12,,,June,13,2020-06-08 to  2020-06-14,ios
5651,,,,,INS-W_658,2020-06-13,,,June,13,2020-06-08 to  2020-06-14,ios
5652,,,,,INS-W_658,2020-06-14,,,June,13,2020-06-08 to  2020-06-14,ios
5653,,,,,INS-W_658,2020-06-15,,,June,14,2020-06-15 to  2020-06-21,ios
5654,,,,,INS-W_658,2020-06-16,,,June,14,2020-06-15 to  2020-06-21,ios
5655,,,,,INS-W_658,2020-06-17,,,June,14,2020-06-15 to  2020-06-21,ios
5656,,,,,INS-W_658,2020-06-18,,,June,14,2020-06-15 to  2020-06-21,ios
5657,,,,,INS-W_658,2020-06-19,,,June,14,2020-06-15 to  2020-06-21,ios
5658,,,,,INS-W_658,2020-06-20,,,June,14,2020-06-15 to  2020-06-21,ios
5659,,,,,INS-W_658,2020-06-21,,,June,14,2020-06-15 to  2020-06-21,ios
5660,,,,,INS-W_658,2020-06-22,,,June,15,2020-06-22 to  2020-06-28,ios
5661,,,,,INS-W_658,2020-06-23,,,June,15,2020-06-22 to  2020-06-28,ios
5662,,,,,INS-W_658,2020-06-24,,,June,15,2020-06-22 to  2020-06-28,ios
5663,,,,,INS-W_658,2020-06-25,,,June,15,2020-06-22 to  2020-06-28,ios
5664,,,,,INS-W_658,2020-06-26,,,June,15,2020-06-22 to  2020-06-28,ios
5665,583.0,,,1628.5,INS-W_659,2020-03-16,261.826433333333,66.0,Mar,1,2020-03-16 to  2020-03-22,ios
5666,562.0,,791.5,1576.0,INS-W_659,2020-03-17,395.512116666667,73.0,Mar,1,2020-03-16 to  2020-03-22,ios
5667,295.0,,731.0,1626.5,INS-W_659,2020-03-18,315.1995,106.0,Mar,1,2020-03-16 to  2020-03-22,ios
5668,650.0,,503.5,1477.5,INS-W_659,2020-03-19,57.7035,16.0,Mar,1,2020-03-16 to  2020-03-22,ios
5669,172.0,,702.5,1876.5,INS-W_659,2020-03-20,62.84425,23.0,Mar,1,2020-03-16 to  2020-03-22,ios
5670,447.0,,624.5,1678.5,INS-W_659,2020-03-21,237.514983333333,141.0,Mar,1,2020-03-16 to  2020-03-22,ios
5671,478.0,,707.5,1630.0,INS-W_659,2020-03-22,466.867616666667,84.0,Mar,1,2020-03-16 to  2020-03-22,ios
5672,565.0,,683.5,1401.0,INS-W_659,2020-03-23,372.2302,74.0,Mar,2,2020-03-23 to  2020-03-29,ios
5673,346.0,,611.0,1695.5,INS-W_659,2020-03-24,38.7972,7.0,Mar,2,2020-03-23 to  2020-03-29,ios
5674,523.0,,614.5,1605.0,INS-W_659,2020-03-25,214.180766666667,90.0,Mar,2,2020-03-23 to  2020-03-29,ios
5675,168.0,,744.0,2025.5,INS-W_659,2020-03-26,210.32925,75.0,Mar,2,2020-03-23 to  2020-03-29,ios
5676,679.0,,756.5,1489.5,INS-W_659,2020-03-27,430.61635,109.0,Mar,2,2020-03-23 to  2020-03-29,ios
5677,655.0,,750.5,1562.5,INS-W_659,2020-03-28,119.20395,59.0,Mar,2,2020-03-23 to  2020-03-29,ios
5678,417.0,,833.5,1719.5,INS-W_659,2020-03-29,256.813833333333,62.0,Mar,2,2020-03-23 to  2020-03-29,ios
5679,,,723.0,,INS-W_659,2020-03-30,92.0804333333333,5.0,Mar,3,2020-03-30 to  2020-04-05,ios
5680,,,,,INS-W_659,2020-03-31,101.391383333333,37.0,Mar,3,2020-03-30 to  2020-04-05,ios
5681,344.0,,,1656.5,INS-W_659,2020-04-01,174.57835,53.0,Apr,3,2020-03-30 to  2020-04-05,ios
5682,220.0,,571.0,1958.0,INS-W_659,2020-04-02,234.478133333333,101.0,Apr,3,2020-03-30 to  2020-04-05,ios
5683,424.0,,752.5,1866.0,INS-W_659,2020-04-03,363.583416666667,69.0,Apr,3,2020-03-30 to  2020-04-05,ios
5684,363.0,,865.5,1767.5,INS-W_659,2020-04-04,272.866816666667,57.0,Apr,3,2020-03-30 to  2020-04-05,ios
5685,580.0,,704.0,1531.0,INS-W_659,2020-04-05,346.323083333333,124.0,Apr,3,2020-03-30 to  2020-04-05,ios
5686,512.0,,744.5,1665.0,INS-W_659,2020-04-06,327.227366666667,73.0,Apr,4,2020-04-06 to  2020-04-12,ios
5687,466.0,,758.5,1746.0,INS-W_659,2020-04-07,239.611533333333,92.0,Apr,4,2020-04-06 to  2020-04-12,ios
5688,355.0,,787.5,1619.5,INS-W_659,2020-04-08,403.36895,102.0,Apr,4,2020-04-06 to  2020-04-12,ios
5689,197.0,,552.0,1972.5,INS-W_659,2020-04-09,303.779566666666,72.0,Apr,4,2020-04-06 to  2020-04-12,ios
5690,309.0,,737.0,1840.0,INS-W_659,2020-04-10,282.976233333333,98.0,Apr,4,2020-04-06 to  2020-04-12,ios
5691,449.0,,732.0,1721.0,INS-W_659,2020-04-11,390.6663,79.0,Apr,4,2020-04-06 to  2020-04-12,ios
5692,,,747.5,,INS-W_659,2020-04-12,382.8065,71.0,Apr,4,2020-04-06 to  2020-04-12,ios
5693,,,,,INS-W_659,2020-04-13,344.413733333333,77.0,Apr,5,2020-04-13 to  2020-04-19,ios
5694,397.0,,,1798.0,INS-W_659,2020-04-14,326.470283333333,83.0,Apr,5,2020-04-13 to  2020-04-19,ios
5695,234.0,,768.5,1746.5,INS-W_659,2020-04-15,176.959666666667,49.0,Apr,5,2020-04-13 to  2020-04-19,ios
5696,484.0,,565.0,1656.5,INS-W_659,2020-04-16,,,Apr,5,2020-04-13 to  2020-04-19,ios
5697,611.0,,734.0,1693.5,INS-W_659,2020-04-17,214.75515,50.0,Apr,5,2020-04-13 to  2020-04-19,ios
5698,643.0,,881.5,1604.5,INS-W_659,2020-04-18,267.040733333333,59.0,Apr,5,2020-04-13 to  2020-04-19,ios
5699,330.0,,829.5,1679.5,INS-W_659,2020-04-19,258.701533333333,82.0,Apr,5,2020-04-13 to  2020-04-19,ios
5700,438.0,,586.0,1515.5,INS-W_659,2020-04-20,192.084866666667,85.0,Apr,6,2020-04-20 to  2020-04-26,ios
5701,432.0,,552.5,1743.5,INS-W_659,2020-04-21,278.699866666667,61.0,Apr,6,2020-04-20 to  2020-04-26,ios
5702,463.0,,761.0,1665.0,INS-W_659,2020-04-22,325.077266666667,50.0,Apr,6,2020-04-20 to  2020-04-26,ios
5703,308.0,,727.0,1816.5,INS-W_659,2020-04-23,233.7947,23.0,Apr,6,2020-04-20 to  2020-04-26,ios
5704,565.0,,700.5,1616.5,INS-W_659,2020-04-24,313.78565,61.0,Apr,6,2020-04-20 to  2020-04-26,ios
5705,678.0,,769.0,1523.5,INS-W_659,2020-04-25,195.96405,41.0,Apr,6,2020-04-20 to  2020-04-26,ios
5706,573.0,,784.0,1669.5,INS-W_659,2020-04-26,243.678816666667,36.0,Apr,6,2020-04-20 to  2020-04-26,ios
5707,501.0,,825.5,1763.5,INS-W_659,2020-04-27,232.806233333333,42.0,Apr,7,2020-04-27 to  2020-05-03,ios
5708,278.0,,867.5,1819.5,INS-W_659,2020-04-28,216.685333333333,57.0,Apr,7,2020-04-27 to  2020-05-03,ios
5709,292.0,,687.5,1692.5,INS-W_659,2020-04-29,294.7535,57.0,Apr,7,2020-04-27 to  2020-05-03,ios
5710,413.0,,566.0,1733.0,INS-W_659,2020-04-30,256.260683333333,30.0,Apr,7,2020-04-27 to  2020-05-03,ios
5711,447.0,,733.0,1567.0,INS-W_659,2020-05-01,362.72175,70.0,May,7,2020-04-27 to  2020-05-03,ios
5712,270.0,,607.0,1801.5,INS-W_659,2020-05-02,,,May,7,2020-04-27 to  2020-05-03,ios
5713,354.0,,664.0,1732.0,INS-W_659,2020-05-03,184.797916666667,62.0,May,7,2020-04-27 to  2020-05-03,ios
5714,349.0,,675.5,1690.5,INS-W_659,2020-05-04,263.082983333333,37.0,May,8,2020-05-04 to  2020-05-10,ios
5715,550.0,,639.0,1219.0,INS-W_659,2020-05-05,183.333866666667,59.0,May,8,2020-05-04 to  2020-05-10,ios
5716,459.0,,368.5,1679.5,INS-W_659,2020-05-06,442.278816666668,46.0,May,8,2020-05-04 to  2020-05-10,ios
5717,424.0,,716.0,1784.0,INS-W_659,2020-05-07,135.275,25.0,May,8,2020-05-04 to  2020-05-10,ios
5718,538.0,,779.0,1749.0,INS-W_659,2020-05-08,290.66235,56.0,May,8,2020-05-04 to  2020-05-10,ios
5719,215.0,,858.5,1735.5,INS-W_659,2020-05-09,266.812666666666,69.0,May,8,2020-05-04 to  2020-05-10,ios
5720,558.0,,524.5,1605.0,INS-W_659,2020-05-10,217.8843,77.0,May,8,2020-05-04 to  2020-05-10,ios
5721,447.0,,748.5,1710.0,INS-W_659,2020-05-11,312.9853,56.0,May,9,2020-05-11 to  2020-05-17,ios
5722,303.0,,751.0,2005.0,INS-W_659,2020-05-12,361.9882,64.0,May,9,2020-05-11 to  2020-05-17,ios
5723,599.0,,894.5,1642.5,INS-W_659,2020-05-13,398.6801,80.0,May,9,2020-05-11 to  2020-05-17,ios
5724,380.0,,879.5,1765.0,INS-W_659,2020-05-14,327.258766666667,47.0,May,9,2020-05-11 to  2020-05-17,ios
5725,470.0,,735.5,1752.0,INS-W_659,2020-05-15,,,May,9,2020-05-11 to  2020-05-17,ios
5726,,,812.5,,INS-W_659,2020-05-16,,,May,9,2020-05-11 to  2020-05-17,ios
5727,599.0,,,1652.5,INS-W_659,2020-05-17,106.31715,48.0,May,9,2020-05-11 to  2020-05-17,ios
5728,218.0,,844.0,1768.5,INS-W_659,2020-05-18,240.362216666667,57.0,May,10,2020-05-18 to  2020-05-24,ios
5729,227.0,,568.5,2058.5,INS-W_659,2020-05-19,106.447616666667,39.0,May,10,2020-05-18 to  2020-05-24,ios
5730,233.0,,864.5,2043.0,INS-W_659,2020-05-20,69.7780333333333,41.0,May,10,2020-05-18 to  2020-05-24,ios
5731,,,850.0,,INS-W_659,2020-05-21,,,May,10,2020-05-18 to  2020-05-24,ios
5732,399.0,,,1708.5,INS-W_659,2020-05-22,,,May,10,2020-05-18 to  2020-05-24,ios
5733,315.0,,697.0,1914.0,INS-W_659,2020-05-23,241.269183333333,87.0,May,10,2020-05-18 to  2020-05-24,ios
5734,389.0,,804.5,1785.5,INS-W_659,2020-05-24,165.324433333333,61.0,May,10,2020-05-18 to  2020-05-24,ios
5735,528.0,,753.5,1609.5,INS-W_659,2020-05-25,150.755233333333,52.0,May,11,2020-05-25 to  2020-05-31,ios
5736,437.0,,748.5,1680.0,INS-W_659,2020-05-26,89.9117833333333,36.0,May,11,2020-05-25 to  2020-05-31,ios
5737,245.0,,696.0,1642.0,INS-W_659,2020-05-27,91.58655,47.0,May,11,2020-05-25 to  2020-05-31,ios
5738,505.0,,469.5,1628.5,INS-W_659,2020-05-28,164.373433333333,36.0,May,11,2020-05-25 to  2020-05-31,ios
5739,497.0,,722.0,1646.5,INS-W_659,2020-05-29,110.0904,23.0,May,11,2020-05-25 to  2020-05-31,ios
5740,519.0,,739.5,1693.0,INS-W_659,2020-05-30,,,May,11,2020-05-25 to  2020-05-31,ios
5741,615.0,,792.5,1609.5,INS-W_659,2020-05-31,66.0990833333333,29.0,May,11,2020-05-25 to  2020-05-31,ios
5742,424.0,,850.0,1413.0,INS-W_659,2020-06-01,219.1686,33.0,June,12,2020-06-01 to  2020-06-07,ios
5743,423.0,,418.0,1701.5,INS-W_659,2020-06-02,189.41615,49.0,June,12,2020-06-01 to  2020-06-07,ios
5744,505.0,,706.5,1759.0,INS-W_659,2020-06-03,198.6357,51.0,June,12,2020-06-01 to  2020-06-07,ios
5745,474.0,,834.5,1666.5,INS-W_659,2020-06-04,209.3465,35.0,June,12,2020-06-01 to  2020-06-07,ios
5746,,,719.0,,INS-W_659,2020-06-05,147.36105,69.0,June,12,2020-06-01 to  2020-06-07,ios
5747,,,,,INS-W_659,2020-06-06,230.64575,53.0,June,12,2020-06-01 to  2020-06-07,ios
5748,,,,,INS-W_659,2020-06-07,45.0601333333333,8.0,June,12,2020-06-01 to  2020-06-07,ios
5749,,,,,INS-W_659,2020-06-08,36.8661,14.0,June,13,2020-06-08 to  2020-06-14,ios
5750,,,,,INS-W_659,2020-06-09,212.005633333333,57.0,June,13,2020-06-08 to  2020-06-14,ios
5751,,,,,INS-W_659,2020-06-10,202.905233333333,54.0,June,13,2020-06-08 to  2020-06-14,ios
5752,,,,,INS-W_659,2020-06-11,229.47525,58.0,June,13,2020-06-08 to  2020-06-14,ios
5753,,,,,INS-W_659,2020-06-12,282.196733333333,82.0,June,13,2020-06-08 to  2020-06-14,ios
5754,,,,,INS-W_659,2020-06-13,,,June,13,2020-06-08 to  2020-06-14,ios
5755,,,,,INS-W_659,2020-06-14,,,June,13,2020-06-08 to  2020-06-14,ios
5756,,,,,INS-W_659,2020-06-15,,,June,14,2020-06-15 to  2020-06-21,ios
5757,,,,,INS-W_659,2020-06-16,,,June,14,2020-06-15 to  2020-06-21,ios
5758,,,,,INS-W_659,2020-06-17,,,June,14,2020-06-15 to  2020-06-21,ios
5759,,,,,INS-W_659,2020-06-18,,,June,14,2020-06-15 to  2020-06-21,ios
5760,,,,,INS-W_659,2020-06-19,,,June,14,2020-06-15 to  2020-06-21,ios
5761,,,,,INS-W_659,2020-06-20,,,June,14,2020-06-15 to  2020-06-21,ios
5762,,,,,INS-W_659,2020-06-21,,,June,14,2020-06-15 to  2020-06-21,ios
5763,,,,,INS-W_659,2020-06-22,,,June,15,2020-06-22 to  2020-06-28,ios
5764,,,,,INS-W_659,2020-06-23,,,June,15,2020-06-22 to  2020-06-28,ios
5765,,,,,INS-W_659,2020-06-24,,,June,15,2020-06-22 to  2020-06-28,ios
5766,,,,,INS-W_659,2020-06-25,,,June,15,2020-06-22 to  2020-06-28,ios
5767,,,,,INS-W_659,2020-06-26,,,June,15,2020-06-22 to  2020-06-28,ios
5768,555.0,,,1442.0,INS-W_660,2020-03-16,548.121216666667,107.0,Mar,1,2020-03-16 to  2020-03-22,ios
5769,553.0,,576.5,1434.5,INS-W_660,2020-03-17,341.980866666667,79.0,Mar,1,2020-03-16 to  2020-03-22,ios
5770,479.0,,583.0,1435.0,INS-W_660,2020-03-18,346.520816666667,104.0,Mar,1,2020-03-16 to  2020-03-22,ios
5771,485.0,,514.0,1440.0,INS-W_660,2020-03-19,546.282283333333,101.0,Mar,1,2020-03-16 to  2020-03-22,ios
5772,556.0,,522.5,1442.5,INS-W_660,2020-03-20,245.779133333333,132.0,Mar,1,2020-03-16 to  2020-03-22,ios
5773,544.0,,579.5,1440.0,INS-W_660,2020-03-21,147.1155,55.0,Mar,1,2020-03-16 to  2020-03-22,ios
5774,474.0,,584.0,1449.5,INS-W_660,2020-03-22,361.22095,117.0,Mar,1,2020-03-16 to  2020-03-22,ios
5775,474.0,,511.0,1369.0,INS-W_660,2020-03-23,316.703983333333,161.0,Mar,2,2020-03-23 to  2020-03-29,ios
5776,359.0,,448.0,1422.0,INS-W_660,2020-03-24,238.171483333333,150.0,Mar,2,2020-03-23 to  2020-03-29,ios
5777,484.0,,361.5,1424.0,INS-W_660,2020-03-25,316.296666666667,114.0,Mar,2,2020-03-23 to  2020-03-29,ios
5778,405.0,,496.5,1489.0,INS-W_660,2020-03-26,365.7255,112.0,Mar,2,2020-03-23 to  2020-03-29,ios
5779,494.0,,478.5,1470.5,INS-W_660,2020-03-27,232.8579,105.0,Mar,2,2020-03-23 to  2020-03-29,ios
5780,443.0,,551.0,1508.0,INS-W_660,2020-03-28,385.826033333333,98.0,Mar,2,2020-03-23 to  2020-03-29,ios
5781,470.0,,531.0,1489.0,INS-W_660,2020-03-29,216.322366666667,94.0,Mar,2,2020-03-23 to  2020-03-29,ios
5782,442.0,,542.0,1433.5,INS-W_660,2020-03-30,263.1604,109.0,Mar,3,2020-03-30 to  2020-04-05,ios
5783,523.0,,449.0,1449.5,INS-W_660,2020-03-31,358.415016666667,101.0,Mar,3,2020-03-30 to  2020-04-05,ios
5784,457.0,,550.5,1437.5,INS-W_660,2020-04-01,237.293183333333,147.0,Apr,3,2020-03-30 to  2020-04-05,ios
5785,345.0,,463.5,1531.5,INS-W_660,2020-04-02,35.8808833333333,21.0,Apr,3,2020-03-30 to  2020-04-05,ios
5786,367.0,,467.5,1517.5,INS-W_660,2020-04-03,,,Apr,3,2020-03-30 to  2020-04-05,ios
5787,412.0,,460.5,1498.5,INS-W_660,2020-04-04,,,Apr,3,2020-03-30 to  2020-04-05,ios
5788,461.0,,480.0,1423.0,INS-W_660,2020-04-05,173.880816666667,149.0,Apr,3,2020-03-30 to  2020-04-05,ios
5789,447.0,,475.5,1395.5,INS-W_660,2020-04-06,323.580066666667,137.0,Apr,4,2020-04-06 to  2020-04-12,ios
5790,370.0,,434.0,1517.5,INS-W_660,2020-04-07,394.058216666667,184.0,Apr,4,2020-04-06 to  2020-04-12,ios
5791,471.0,,486.0,1422.5,INS-W_660,2020-04-08,470.985983333333,136.0,Apr,4,2020-04-06 to  2020-04-12,ios
5792,442.0,,481.0,1459.5,INS-W_660,2020-04-09,500.496566666667,129.0,Apr,4,2020-04-06 to  2020-04-12,ios
5793,549.0,,491.5,1421.0,INS-W_660,2020-04-10,405.454433333333,91.0,Apr,4,2020-04-06 to  2020-04-12,ios
5794,484.0,,573.5,1459.0,INS-W_660,2020-04-11,391.478366666667,109.0,Apr,4,2020-04-06 to  2020-04-12,ios
5795,473.0,,540.5,1461.0,INS-W_660,2020-04-12,506.621883333333,156.0,Apr,4,2020-04-06 to  2020-04-12,ios
5796,445.0,,513.0,1438.5,INS-W_660,2020-04-13,445.46325,102.0,Apr,5,2020-04-13 to  2020-04-19,ios
